"","Kingdom","Phylum","Class","Order","Family","Genus","Species","kluster"
"CP002901.268225.269755","Bacteria","Firmicutes","Clostridia","Clostridiales","Family XVII","Sulfobacillus","Sulfobacillus acidophilus TPY",333
"AJPU01000034.127207.128725","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides merdae CL09T00C40 ",334
"ADCM01000022.93.1598","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Paludibacteraceae","F0058","Bacteroidetes oral taxon 274",334
"JNHU01000005.172039.173465","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides distasonis str. 3776",334
"JN615417.1.1386","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Gordonia","Gordonia didemni  ",335
"HZ485696.2.1430","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Gordonia","Gordonia sputi  ",335
"AY650266.1.1520","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Gordonia","Gordonia defluvii  ",335
"KU597146.1.1358","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Gordonia","Gordonia sputi  ",335
"KY643672.1.1442","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Sphaerochaeta","Sphaerochaeta associata  ",336
"AF357916.1.1534","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Sphaerochaeta","Sphaerochaeta globosa str. Buddy",336
"LC258145.1.1447","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","Collinsella aerofaciens  ",337
"KP233268.1.1437","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","Collinsella aerofaciens  ",337
"LC258146.1.1447","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","Collinsella aerofaciens  ",337
"KP233322.1.1437","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","Collinsella aerofaciens  ",337
"AB175500.1.1439","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Sulfurovaceae","Nitratifractor","Nitratifractor salsuginis  ",338
"KC479023.1.1372","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Ehrlichia","Ehrlichia canis  ",339
"CDGH01000025.34544.36027","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Ehrlichia","Ehrlichia minasensis  ",339
"KU865455.1.1266","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Candidatus Neoehrlichia","Candidatus Neoehrlichia arcana",339
"KM407760.1.1376","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Idiomarinaceae","Idiomarina","Idiomarina zobellii  ",340
"LK391620.1.1226","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Idiomarinaceae","Idiomarina","Idiomarina baltica  ",340
"KM407695.1.1378","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Idiomarinaceae","Idiomarina","Idiomarina homiensis  ",340
"KM407685.1.1376","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Idiomarinaceae","Idiomarina","Idiomarina baltica OS145 ",340
"KM407692.1.1376","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Idiomarinaceae","Idiomarina","Idiomarina baltica OS145 ",340
"KC431786.1.1456","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia","Burkholderia multivorans  ",341
"GU561353.1.1426","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella oralis  ",342
"LF134598.9.1518","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","Alloprevotella tannerae  ",342
"AY529492.1.1286","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Acidibacillus","Acidibacillus ferrooxidans  ",343
"KU744945.1.1455","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","Brevundimonas aurantiaca  ",344
"CP002396.149905.151353","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis","Asticcacaulis excentricus CB 48",344
"EU434454.1.1385","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","Brevundimonas diminuta  ",344
"FJ204456.1.1323","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","groundwater biofilm bacterium A1",344
"AY730717.1.1263","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","Brevundimonas diminuta  ",344
"FJ544245.1.1418","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","Brevundimonas naejangsanensis  ",344
"EU024137.1.1260","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","Brevundimonas vesicularis  ",344
"EU977678.1.1362","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","Brevundimonas diminuta  ",344
"AB014055.1.1406","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis","Asticcacaulis biprosthecium  ",344
"JX998129.1.1391","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Buchnera","Buchnera aphidicola (Cavariella salicicola)",345
"M63252.1.1519","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Buchnera","Buchnera aphidicola  ",345
"JQ945259.1.1346","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Buchnera","Buchnera aphidicola (Cervaphis echinata)",345
"FM210274.1.1434","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Phaeochromatium","Phaeochromatium fluminis  ",346
"AJ543328.1.1435","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Marichromatium","Marichromatium indicum  ",346
"U24110.1.1482","Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","Candidatus Thiosymbion","Sulfur-oxidizing endosymbiont of",346
"KP943952.1.1290","Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","Candidatus Thiosymbion","gamma proteobacterium endosymbiont",346
"CP001896.2025534.2027048","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Allochromatium","Allochromatium vinosum DSM 180",346
"KM066003.1.1552","Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","Cephaloticoccus","Cephaloticoccus capnophilus  ",347
"AB701324.1.1537","Bacteria","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae","Thermoanaerobacter","Thermoanaerobacter thermohydrosulfuricus  ",348
"LF134125.154.1705","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus hominis  ",349
"AFQJ01000004.741309.742867","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus johnsonii pf01 ",349
"EF589344.1.1492","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Rhodopirellula","Rhodopirellula baltica  ",350
"EF589349.1.1495","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Rhodopirellula","Rhodopirellula baltica  ",350
"AUAL01000024.32266.33768","Bacteria","Tenericutes","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Acholeplasma","Acholeplasma axanthum ATCC 25176",351
"AY257485.1.1457","Bacteria","Tenericutes","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Acholeplasma","Acholeplasma pleciae  ",351
"AF143512.1.1508","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Alkalibacterium","Alkalibacterium olivapovliticus  ",352
"KF151857.1.1486","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Alkalibacterium","Alkalibacterium kapii  ",352
"LC197872.1.1449","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Alkalibacterium","Alkalibacterium iburiense  ",352
"CDNC01000046.30873.32408","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema 2","Treponema phagedenis ",353
"KR025828.1.1380","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema 2","Treponema phagedenis ",353
"KR025843.1.1380","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema 2","Treponema phagedenis ",353
"KP750180.1.1366","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema 2","Treponema medium ",353
"KR054073.1.1446","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Marinococcus","Marinococcus halophilus  ",354
"KU550584.1.1392","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Marinococcus","Marinococcus halophilus  ",354
"CP004046.2705725.2707253","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium 1","[Brevibacterium] flavum ZL-1",355
"CAVS020000040.257.1753","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium 1","Corynebacterium ihumii ",355
"AMEM01000002.1.1339","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium durum F0235 ",355
"KX018402.1.1302","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium 1","Corynebacterium glutamicum ",355
"KJ938712.1.1456","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium oculi  ",355
"BA000035.2990066.2991474","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium 1","Corynebacterium efficiens YS-314",355
"KC456598.1.1417","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium 1","Corynebacterium ammoniagenes ",355
"LYBT01000074.52.1616","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Photobacterium","Photobacterium damselae subsp. damselae",356
"AJ514911.1.1504","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Grimontia","Grimontia hollisae  ",356
"BDMQ01000001.1286192.1287731","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Photobacterium","Photobacterium damselae subsp. piscicida",356
"KU517824.1.1233","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Photobacterium","Photobacterium damselae subsp. damselae",356
"BDMQ01000001.1689879.1691418","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Photobacterium","Photobacterium damselae subsp. piscicida",356
"CP014056.652473.654030","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Grimontia","Grimontia hollisae  ",356
"AY840553.1.1455","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 7","Prevotella baroniae ",357
"AB182484.1.1494","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 7","Prevotella multiformis ",357
"LF652129.10.1522","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 7","Prevotella buccae ",357
"AP017343.1393630.1395137","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter pylori  ",358
"AKHQ02000025.128.1635","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter pylori FD568 ",358
"AKNT01000001.33631.35932","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter pylori NQ4228 ",358
"AP017348.1157742.1159249","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter pylori  ",358
"CP006610.1015194.1016701","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter pylori UM298 ",358
"MTWT01000022.503.2013","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter pylori  ",358
"AB252066.1.1473","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter heilmannii  ",358
"AP017334.1455233.1456739","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter pylori  ",358
"LJXQ02000021.34.1542","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter pylori  ",358
"MHXW01000120.8319.9911","Bacteria","Planctomycetes","Brocadiae","Brocadiales","Brocadiaceae","Candidatus Brocadia","Planctomycetes bacterium GWE2_41_14",359
"LZGZ01000344.1.1521","Bacteria","Proteobacteria","Gammaproteobacteria","Orbales","Orbaceae","Gilliamella","Gilliamella apicola  ",360
"MCIU01000002.190518.191980","Bacteria","Proteobacteria","Gammaproteobacteria","Orbales","Orbaceae","Gilliamella","Gilliamella apicola  ",360
"LZGN01000023.1.1283","Bacteria","Proteobacteria","Gammaproteobacteria","Orbales","Orbaceae","Gilliamella","Gilliamella apicola  ",360
"AF493694.1.1484","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola","Fluviicola taffensis  ",361
"HM475136.1.1442","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Nonlabens","Nonlabens agnitus  ",361
"CP016269.1359890.1361413","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Spongiimonas","Flavobacteriaceae bacterium UJ101 ",361
"CP016269.582259.583782","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Spongiimonas","Flavobacteriaceae bacterium UJ101 ",361
"AB278130.1.1432","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","Aureispira","Aureispira maritima  ",361
"KT336732.1.1295","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","Sphingobium yanoikuyae  ",362
"AF423077.1.1395","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","alpha proteobacterium '#33 orange'",362
"KC429616.1.1348","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas leidyi  ",362
"KR708912.1.1394","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas roseiflava  ",362
"AM182272.1.1375","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","alpha proteobacterium QLW-XinA3 ",362
"KF924237.1.1383","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas mucosissima  ",362
"KF924236.1.1347","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas dokdonensis  ",362
"KM658485.1.1240","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas faeni  ",362
"KY233201.1.1470","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","Bacteroidetes bacterium  ",363
"EU616816.1.1459","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niabella","Niabella ginsengisoli  ",363
"CP003178.1184433.1185950","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella","Niastella koreensis GR20-10 ",363
"KT805281.1.1459","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","Chitinophagaceae bacterium 4GSH07 ",363
"JQ349050.1.1446","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niabella","Niabella ginsenosidivorans  ",363
"AM176542.1.1400","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Salicola","Halovibrio mesolongii  ",364
"LC150752.1.1444","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Sporolactobacillus","Sporolactobacillus nakayamae subsp. nakayamae",365
"AB681934.1.1474","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Sporolactobacillus","Sporolactobacillus laevus  ",365
"LF135002.10.1502","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Ureaplasma","Ureaplasma urealyticum  ",366
"FPCJ01000001.1915904.1917432","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Crenotalea","Crenotalea thermophila  ",367
"EU373383.1.1487","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermabacteraceae","Dermabacter","Dermabacter hominis  ",368
"FJ696647.1.1472","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium paraconglomeratum  ",368
"FXXB01000008.74.1573","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium massiliense  ",368
"HM042718.1.1479","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Taylorella","Taylorella asinigenitalis  ",369
"CP003059.377246.378777","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Taylorella","Taylorella asinigenitalis MCE3 ",369
"KT869366.1.1430","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Advenella","Advenella kashmirensis subsp. kashmirensis",369
"AB730712.1.1471","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae RC9 gut group","Bacteroidales",370
"AB730676.1.1486","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae RC9 gut group","Bacteroidales",370
